,county,product,quantity
5324,Bridgend,raspberries,977905
5325,Rhoose,Organic Kefir,977812
5326,Belfast,gameboy advance,977808
5327,Rhoose,denim jacket,977806
5328,Hampshire,Red pepper,977676
5329,Bedford Borough,apple macbook pro mid 2009,977642
5330,Oxford,bosch washing machine,977605
5331,Hampshire,fresh turkey steak,977570
5332,Bridgend,fresh turkey steak,977563
5333,Bracknell Forest,croisant ,977274
5334,Bridgend,linen trousers,977258
5335,Nottinghamshire,halo combat evolved,977214
5336,Nottinghamshire,beef sausages,977137
5337,Hampshire,flapjack,977102
5338,Bridgend,fresh whole turkey,977100
5339,Bracknell Forest,british bramley cooking apples,977090
5340,Bridgend,easy peeler loose,976940
5341,Hampshire,Sweet potatoes loose,976868
5342,Bracknell Forest,flapjack,976800
5343,Bridgend,plastic sunshades,976770
5344,Bracknell Forest,Sweet potatoes loose,976745
5345,Oxford,croisant ,976692
5346,Harrow,Slightly salted butter,976639
5347,Hampshire,cheese cake,976617
5348,Barry,minecraft game - xbox,976583
5349,Bridgend,Red pepper,976543
5350,Bedford Borough,vanilla yoghurt,976527
5351,Bridgend,diced chicken breast,976474
5352,Nottinghamshire,Soy Milk,976430
5353,Bedford Borough,millionaire square,976385
5354,Bracknell Forest,corn,976381
5355,Nottinghamshire,beans,976368
5356,Oxford,semi skimmed milk,976333
5357,Dumfries and Galloway,vanilla yoghurt,976300
5358,Chorley,pokemon yellow,976243
5359,Harrow,olive oil spread,976180
5360,Isle of Wight,x-box 360,976128
5361,Rhoose,21 day mature sirlion steak,976069
5362,Bracknell Forest,vernison sausages,976065
5363,Bridgend,silk scarf,975879
5364,Belfast,Organic Kefir,975811
5365,Belfast,chicken sausages,975735
5366,Bridgend,jam doughnut,975730
5367,Nottinghamshire,pain au raisins,975570
5368,Hampshire,brenton t-shirt,975539
5369,Bridgend,Onions Loose,975509
5370,Norfolk,oxford shoes,975506
5371,Rhoose,british fresh chicken thigh fillets,975504
5372,Bracknell Forest,denim jacket,975437
5373,Nottinghamshire,millionaire square,975420
5374,Bridgend,british fresh chicken thigh fillets,975412
5375,Bracknell Forest,Slightly salted butter,975281
5376,Hampshire,baby potatoes,975206
5377,Bracknell Forest,semi skimmed milk,975155
5378,Rhoose,British carrots loose,975112
5379,Chorley,fine beans,975059
5380,Bedford Borough,pokemon gold,975040
5381,Barry,organic soured cream,975026
5382,Bedford Borough,British carrots loose,975009
5383,Nottinghamshire,organic raspberry yoghurt,974984
5384,Bracknell Forest,vanilla yoghurt,974965
5385,Bridgend,blue stilton cheese,974937
5386,Hampshire,apple macbook air mid 2009,974921
5387,Hampshire,21 day mature sirlion steak,974860
5388,Hampshire,free range large eggs x12,974838
5389,Belfast,courgette loose,974705
5390,Bracknell Forest,blue stilton cheese,974629
5391,Hampshire,dyson tower fan,974613
5392,Barry,Organic mILK,974578
5393,Chorley,Fairtrade Bananas Loose,974471
5394,Bracknell Forest,Fairtrade Bananas Loose,974453
5395,Bedford Borough,silk scarf,974391
5396,Chorley,croisant ,974315
5397,Bridgend,Mixed pepper,974237
5398,Bracknell Forest,oxford shirt,974213
5399,Bracknell Forest,gaming keyboard,974206
5400,Hinckley and Bosworth,sea bass fillets,974106
5401,Barry,pokemon red,974017
5402,Hampshire,gaming keyboard,973963
5403,Chorley,dyson vacuum cleaner,973912
5404,Chorley,shortbread,973854
5405,Isle of Wight,british parsnips loose,973725
5406,Chorley,free range large eggs x12,973670
5407,Barry,olive oil spread,973622
5408,Nottinghamshire,easy peeler loose,973556
5409,Bracknell Forest,courgette loose,973458
5410,Bridgend,flapjack,973439
5411,Rhoose,large king prawns,973357
5412,Hampshire,Organic Kefir,973306
5413,Belfast,vernison sausages,973266
5414,Bridgend,almond croisant,973232
5415,Belfast,hp dv 2000 laptop,973224
5416,Barry,21 day mature sirlion steak,973204
5417,Rhoose,denim jeams,973110
5418,Bracknell Forest,minecraft game - xbox,973089
5419,Bridgend,cheese cake,973035
5420,Bridgend,corn,973029
5421,Hinckley and Bosworth,21 day mature sirlion steak,972895
5422,Belfast,vanilla yoghurt,972786
5423,Bracknell Forest,chocolate fudge cake,972764
5424,Bridgend,unsalted butter,972764
5425,Fareham,dyson washing machine,972754
5426,Bridgend,21 day mature rump steak,972728
5427,Chorley,fresh whole chicken,972723
5428,Bridgend,Soy Milk,972699
5429,Nottinghamshire,hp dv 2000 laptop,972676
5430,Bedford Borough,play station 3,972631
5431,Barry,raspberries,972585
5432,Bracknell Forest,wristwatch,972396
5433,Hampshire,cod fillets,972373
5434,Hampshire,blue stilton cheese,972348
5435,Bridgend,lg washing machine,972331
5436,Bridgend,hp dv 2000 laptop,972310
5437,Chorley,British carrots loose,972301
5438,Barry,fresh whole chicken,972279
5439,Hampshire,grey cardigan,972264
5440,Hampshire,god of war 2,972245
5441,Bridgend,classic bowtie,972240
5442,Harrow,organic soured cream,972200
5443,Bridgend,wellington boots,972199
5444,Nottinghamshire,british fresh turkey mince,972167
5445,Chorley,Brocolli loose,972131
5446,Barry,british fresh chicken brest fillets,972119
5447,Nottinghamshire,semi skimmed milk,972115
5448,Hampshire,organic raspberry yoghurt,972097
5449,Belfast,pink blazers,972019
5450,Barry,croisant ,972009
5451,Rhoose,pokemon gold,972007
5452,Bedford Borough,linen shirt,971889
5453,Bridgend,grey blazers,971865
5454,Hampshire,silk tie,971861
5455,Rhoose,Sweet potatoes loose,971860
5456,Hampshire,large king prawns,971844
5457,Norfolk,jam doughnut,971749
5458,Chorley,celery,971655
5459,Bracknell Forest,gameboy color,971635
5460,Barry,dell inspiron laptop,971552
5461,Bracknell Forest,Spring onions bunch,971455
5462,Dumfries and Galloway,silk scarf,971405
5463,Bracknell Forest,brenton jumper,971335
5464,Bridgend,oxford shirt,971279
5465,Bedford Borough,pokemon red,971163
5466,Hampshire,celery,971127
5467,Bridgend,free range large eggs x12,971083
5468,Nottinghamshire,chicken sausages,971034
5469,Oxford,rice,970986
5470,Rhoose,bosch washing machine,970947
5471,Belfast,Onions Loose,970928
5472,Bracknell Forest,organic soured cream,970923
5473,Bracknell Forest,denim jeams,970884
5474,Bridgend,brenton jumper,970836
5475,Hampshire,goat cheese,970831
5476,Isle of Wight,pink blazers,970810
5477,Hampshire,vanilla yoghurt,970808
5478,Nottinghamshire,Oats Milk,970783
5479,Bridgend,Organic mILK,970765
5480,Barry,oxford shirt,970757
5481,Harrow,large king prawns,970732
5482,Powys,gaming mouse,970679
5483,Harrow,gameboy color,970647
5484,Fareham,Red pepper,970630
5485,Chorley,mature cheddar cheese,970588
5486,Rhoose,Brocolli loose,970515
5487,Nottinghamshire,wristwatch,970515
5488,Bedford Borough,dual shock controller,970502
5489,Hampshire,silk scarf,970475
5490,Rhoose,fresh whole chicken,970456
5491,Belfast,21 day mature ribeye steak,970456
5492,Norfolk,Lemon,970357
5493,Dumfries and Galloway,bosch washing machine,970294
5494,Rhoose,pain au chocolate,970271
5495,Oxford,linen trousers,970223
5496,Hampshire,sea bass fillets,970193
5497,Fareham,garlic,970186
5498,Barry,rice,970175
5499,Bracknell Forest,fresh turkey steak,970145
5500,Nottinghamshire,fresh turkey steak,970122
5501,Bracknell Forest,silk tie,970106
5502,Chorley,classic bowtie,969998
5503,Isle of Wight,organic raspberry yoghurt,969991
5504,Hampshire,semi skimmed milk,969955
5505,Barry,pain au raisins,969948
5506,Nottinghamshire,21 day mature rump steak,969898
5507,Nottinghamshire,god of war 2,969849
5508,Powys,diced chicken breast,969817
5509,Nottinghamshire,pokemon red,969814
5510,Bridgend,skimmed milk,969812
5511,Dumfries and Galloway,custard doughnut,969797
5512,Chorley,21 day mature rump steak,969773
5513,Nottinghamshire,Onions Loose,969735
5514,Rhoose,dyson washing machine,969731
5515,Hampshire,samsung washing machine,969710
5516,Bedford Borough,British baking potatoes loose,969624
5517,Oxford,garlic,969618
5518,Bedford Borough,british parsnips loose,969597
5519,Fareham,british bramley cooking apples,969595
5520,Dumfries and Galloway,cod fillets,969566
5521,Barry,Sweet potatoes loose,969501
5522,Bedford Borough,Almond milk,969478
5523,Harrow,skimmed milk,969466
5524,Chorley,dual shock controller,969443
5525,Barry,classic bowtie,969306
5526,Bracknell Forest,samsung washing machine,969303
5527,Chorley,Onions Loose,969259
5528,Oxford,linen shirt,969251
5529,Bracknell Forest,classic bowtie,969242
5530,Bracknell Forest,fine beans,969241
5531,Hampshire,macaron - x3,969235
5532,Nottinghamshire,bosch washing machine,969227
5533,Belfast,celery,969213
5534,Norfolk,gameboy color,969168
5535,Hampshire,pokemon yellow,969146
5536,Norfolk,hp dv 3000 laptop,969107
5537,Bracknell Forest,grey cardigan,969083
5538,Isle of Wight,Red pepper,969070
5539,Bridgend,chocolate twist,969068
5540,Barry,mature cheddar cheese,969014
5541,Chorley,millionaire square,968898
5542,Barry,courgette loose,968889
5543,Barry,free range large eggs x12,968877
5544,Nottinghamshire,pokemon gold,968854
5545,Nottinghamshire,cotton tie,968821
5546,Barry,play station 3,968799
5547,Belfast,denim jacket,968703
5548,Harrow,brenton t-shirt,968640
5549,Norfolk,Oats Milk,968636
5550,Dumfries and Galloway,Lemon,968606
5551,Bracknell Forest,Blueberry yoghurt,968561
5552,Fareham,raspberries,968538
5553,Barry,red velvet cake,968532
5554,Hampshire,mature cheddar cheese,968519
5555,Chorley,baby potatoes,968512
5556,Isle of Wight,scottish salmon,968507
5557,Bridgend,garlic,968497
5558,Barry,cotton tie,968446
5559,Bridgend,oxford shoes,968443
5560,Bracknell Forest,red velvet cake,968442
5561,Bracknell Forest,beans,968410
5562,Barry,Mixed pepper,968332
5563,Chorley,fresh whole turkey,968316
5564,Chorley,Plain Greek yoghurt,968188
5565,Bracknell Forest,hp dv 2000 laptop,968181
5566,Isle of Wight,silk tie,968166
5567,Oxford,Red pepper,968156
5568,Barry,chicken sausages,968130
5569,Belfast,denim jeams,968104
5570,Norfolk,baby potatoes,968036
5571,Bracknell Forest,easy peeler loose,968036
5572,Hampshire,diced vernison,968025
5573,Chorley,pokemon gold,967984
5574,Belfast,free range large eggs x12,967947
5575,Bridgend,denim jeams,967920
5576,Dumfries and Galloway,dyson washing machine,967905
5577,Fareham,pain au chocolate,967901
5578,Nottinghamshire,pokemon yellow,967743
5579,Rhoose,organic soured cream,967731
5580,Oxford,large king prawns,967591
5581,Bedford Borough,fine beans,967511
5582,Oxford,white shirt,967495
5583,Dumfries and Galloway,chocolate twist,967484
5584,Nottinghamshire,free range large eggs x12,967480
5585,Bracknell Forest,organic raspberry yoghurt,967473
5586,Bracknell Forest,plastic sunshades,967465
5587,Fareham,Mixed pepper,967338
5588,Oxford,beef sausages,967337
5589,Bedford Borough,lg washing machine,967271
5590,Oxford,easy peeler loose,967262
5591,Nottinghamshire,hp dv 3000 laptop,967220
5592,Dumfries and Galloway,pokemon yellow,967186
5593,Nottinghamshire,Red pepper,967183
5594,Nottinghamshire,wellington boots,967097
5595,Fareham,chicken sausages,967050
5596,Bedford Borough,scottish salmon,967042
5597,Rhoose,Organic mILK,967013
5598,Dumfries and Galloway,courgette loose,966979
5599,Hampshire,salmon fillets,966953
5600,Bridgend,baby potatoes,966950
5601,Bracknell Forest,British baking potatoes loose,966942
5602,Bridgend,linen shirt,966935
5603,Rhoose,god of war 2,966901
5604,Hampshire,Brocolli loose,966876
5605,Nottinghamshire,blue stilton cheese,966825
5606,Bedford Borough,free range large eggs x12,966810
5607,Hampshire,grey blazers,966766
5608,Bridgend,British carrots loose,966757
5609,Nottinghamshire,mature cheddar cheese,966745
5610,Bedford Borough,Soy Milk,966590
5611,Bridgend,Almond milk,966584
5612,Bridgend,dyson washing machine,966541
5613,Norfolk,celery,966535
5614,Hampshire,pink blazers,966524
5615,Isle of Wight,garlic,966415
5616,Harrow,gameboy advance,966373
5617,Bracknell Forest,shortbread,966353
5618,Fareham,cod fillets,966274
5619,Hampshire,21 day mature ribeye steak,966244
5620,Bridgend,diced vernison,966240
5621,Rhoose,organic raspberry yoghurt,966202
5622,Belfast,beans,966201
5623,Bedford Borough,baby potatoes,966162
5624,Bracknell Forest,diced vernison,966139
5625,Nottinghamshire,dell inspiron laptop,966093
5626,Fareham,blue stilton cheese,966088
5627,Bracknell Forest,Soy Milk,966061
5628,Bridgend,pink blazers,966012
5629,Chorley,brenton jumper,965971
5630,Rhoose,corned beef,965926
5631,Belfast,oxford shirt,965924
5632,Fareham,21 day mature sirlion steak,965911
5633,Nottinghamshire,flapjack,965908
5634,Oxford,21 day mature sirlion steak,965884
5635,Belfast,hp dv 3000 laptop,965873
5636,Bedford Borough,almond croisant,965860
5637,Nottinghamshire,dyson washing machine,965837
5638,Harrow,dyson washing machine,965812
5639,Bracknell Forest,dyson vacuum cleaner,965785
5640,Isle of Wight,pokemon yellow,965746
5641,Powys,Brocolli loose,965746
5642,Barry,british fresh turkey mince,965724
5643,Bracknell Forest,hp dv 3000 laptop,965715
5644,Bracknell Forest,rice,965693
5645,Bedford Borough,pokemon blue,965661
5646,Barry,baby potatoes,965657
5647,Belfast,Red pepper,965632
5648,Nottinghamshire,goat cheese,965598
5649,Nottinghamshire,courgette loose,965545
5650,Bracknell Forest,play station 3,965536
5651,Rhoose,grey blazers,965515
5652,Dumfries and Galloway,organic soured cream,965513
5653,Barry,british fresh chicken thigh fillets,965511
5654,Bracknell Forest,corned beef,965508
5655,Bracknell Forest,bosch washing machine,965501
5656,Bridgend,bosch washing machine,965490
5657,Rhoose,dell inspiron laptop,965478
5658,Bridgend,beans,965460
5659,Bracknell Forest,Oats Milk,965455
5660,Nottinghamshire,skimmed milk,965408
5661,Oxford,Mixed pepper,965380
5662,Rhoose,silk tie,965360
5663,Belfast,diced chicken breast,965348
5664,Rhoose,Plain Greek yoghurt,965318
5665,Barry,dyson vacuum cleaner,965279
5666,Barry,Oats Milk,965271
5667,Powys,Mixed pepper,965233
5668,Bridgend,chicken sausages,965203
5669,Belfast,corn,965145
5670,Rhoose,aubergine,965137
5671,Oxford,cod fillets,965102
5672,Bedford Borough,Mixed pepper,965101
5673,Dumfries and Galloway,cheese cake,965087
5674,Belfast,british fresh turkey mince,965076
5675,Chorley,Slightly salted butter,965067
5676,Bridgend,apple macbook pro mid 2009,965024
5677,Fareham,apple macbook air mid 2009,964998
5678,Bracknell Forest,fresh whole turkey,964983
5679,Rhoose,classic bowtie,964983
5680,Bracknell Forest,gaming mouse,964972
5681,Bracknell Forest,Almond milk,964952
5682,Bracknell Forest,hp envy laptop,964947
5683,Rhoose,gameboy advance,964916
5684,Hampshire,gameboy color,964914
5685,Harrow,silk tie,964898
5686,Barry,Lemon,964889
5687,Bridgend,rice,964847
5688,Barry,chocolate twist,964809
5689,Fareham,corned beef,964771
5690,Hampshire,pokemon red,964749
5691,Chorley,x-box 360,964711
5692,Harrow,courgette loose,964704
5693,Hampshire,pain au chocolate,964670
5694,Hampshire,easy peeler loose,964622
5695,Chorley,gameboy color,964475
5696,Nottinghamshire,diced vernison,964460
5697,Nottinghamshire,classic bowtie,964447
5698,Bracknell Forest,oxford shoes,964366
5699,Bridgend,brenton t-shirt,964311
5700,Chorley,minecraft game - xbox,964293
5701,Nottinghamshire,vernison sausages,964292
5702,Rhoose,chicken sausages,964286
5703,Isle of Wight,aubergine,964284
5704,Rhoose,rice,964262
5705,Dumfries and Galloway,fine beans,964097
5706,Hampshire,white shirt,964028
5707,Oxford,lg washing machine,963928
5708,Nottinghamshire,raspberries,963925
5709,Bracknell Forest,pokemon gold,963916
5710,Isle of Wight,british fresh turkey mince,963915
5711,Bracknell Forest,wellington boots,963913
5712,Barry,Red pepper,963910
5713,Bedford Borough,Spring onions bunch,963897
5714,Barry,Brocolli loose,963871
5715,Bracknell Forest,salmon fillets,963868
5716,Barry,Plain Greek yoghurt,963840
5717,Barry,custard doughnut,963819
5718,Bridgend,dell inspiron laptop,963807
5719,Harrow,custard doughnut,963787
5720,Powys,Organic mILK,963756
5721,Norfolk,diced chicken breast,963753
5722,Bridgend,dyson vacuum cleaner,963721
5723,Rhoose,vernison sausages,963719
5724,Belfast,oxford shoes,963703
5725,Nottinghamshire,dyson tower fan,963669
5726,Hampshire,courgette loose,963643
5727,Chorley,oxford shoes,963618
5728,Fareham,fresh turkey steak,963608
5729,Isle of Wight,dyson vacuum cleaner,963572
5730,Isle of Wight,celery,963547
5731,Rhoose,beans,963540
5732,Bedford Borough,easy peeler loose,963524
5733,Bedford Borough,cotton tie,963518
5734,Hampshire,oxford shoes,963514
5735,Isle of Wight,classic bowtie,963511
5736,Harrow,shortbread,963498
5737,Barry,cod fillets,963493
5738,Hampshire,beef mince,963489
5739,Bridgend,red velvet cake,963489
5740,Bridgend,Plain Greek yoghurt,963432
5741,Bridgend,sea bass fillets,963397
5742,Bracknell Forest,goat cheese,963386
5743,Bracknell Forest,god of war 2,963375
5744,Barry,goat cheese,963267
5745,Belfast,british parsnips loose,963266
5746,Chorley,wellington boots,963240
5747,Hampshire,british parsnips loose,963230
5748,Bracknell Forest,linen shirt,963174
5749,Norfolk,pokemon blue,963149
5750,Barry,diced vernison,963147
5751,Isle of Wight,Plain Greek yoghurt,963138
5752,Oxford,dyson washing machine,963055
5753,Powys,Soy Milk,963046
5754,Powys,cotton tie,963037
5755,Belfast,easy peeler loose,963011
5756,Nottinghamshire,garlic,963000
5757,Chorley,gaming mouse,962986
5758,Bracknell Forest,dyson tower fan,962982
5759,Oxford,gameboy color,962977
5760,Bridgend,pokemon yellow,962958
5761,Nottinghamshire,chocolate twist,962927
5762,Barry,silk scarf,962915
5763,Hinckley and Bosworth,grey cardigan,962893
5764,Bracknell Forest,beef mince,962874
5765,Bedford Borough,diced chicken breast,962806
5766,Harrow,british bramley cooking apples,962803
5767,Bedford Borough,courgette loose,962801
5768,Rhoose,cod fillets,962799
5769,Bracknell Forest,custard doughnut,962790
5770,Rhoose,samsung washing machine,962733
5771,Bedford Borough,Blueberry yoghurt,962689
5772,Bracknell Forest,british fresh chicken thigh fillets,962688
5773,Barry,shortbread,962685
5774,Barry,gameboy advance,962672
5775,Isle of Wight,blue stilton cheese,962668
5776,Belfast,british fresh chicken brest fillets,962657
5777,Nottinghamshire,shortbread,962630
5778,Hampshire,chocolate twist,962579
5779,Rhoose,pain au raisins,962576
5780,Barry,almond croisant,962570
5781,Isle of Wight,Sweet potatoes loose,962556
